Content,Engagement standardized,Engagement(1/alpha),Pleasantness standardized,Attention standardized,Engagement standardized_ad,Pleasantness standardized_ad,Attention standardized_ad,FAA standardized_ad,Gender,Unaided Recall,VOLTI,BRAND,PERSON SHOWN,CELEBRITY PRESENT,CHILDREN,GROUP OF PEOPLE,ANIMAL,STORYTELLING,DYNAMISM,NUTRITION,PRINCIPAL CHARACTER IS FEMALE,CELEBRITY_PRESENT_STATIC,CHILDREN_STATIC,ANIMAL_STATIC,FAMIGLIA E AMICI,ANIMATED,luminance,saturation,hue,contrast,num_edges,symmetry,feature_complexity,entropy,colorfulness,hog_features,texture_contrast,motion_video,volume_dbfs,diff_percent,Age,Age Group,GSR_standardized_all,FAA_sign_GSR_standardized,Pleasantness_sign_GSR_standardized,FAA_sign,Pleasantness_sign,Mean ISC,Alpha_ISC,Beta_ISC,Gamma_ISC,Theta_ISC,Delta_ISC,Position,First_Brand,BRAND_X_ENGAGEMENT,BRAND_X_ATTENTION,BRAND_X_PLEASANTNESS,BRAND_X_GSR,BRAND_X_FAA,BRAND_X_ENGAGEMENT(1/alpha),Gender_Femmina,Device_Smartphone,Device_TV
ORASI,-0.2431048156386393,-1.7985,0.06372149753638973,-0.17848769944937948,-0.33643734316561114,0.10883043433073525,-0.08352782846457073,-0.02151018895035166,Femmina,0,0.5806451612903226,0.8064516129032258,0.7096774193548387,0.1935483870967742,0.03225806451612903,0.16129032258064516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7997831988482689,0.4554605179929626,-0.6027570052226588,0.4265227161394811,1.9311543894470922,0.13498915988630455,0.6735898241523289,0.10378367872330095,0.2480835939300097,-0.049750120356210535,0.981812806646621,1.0783928863202177,0.4978881950584905,-0.1089309187201599,20,18-34,-1.5755972661235216,0.08599695219866578,0.24000958791039598,-0.0967741935483871,-0.16129032258064516,0.7708270914211257,0.9462847204537372,0.9254619567294126,0.6762793794405668,0.8485287135955887,0.4575806868863228,1.0,1.0,-0.16596432762632352,-0.10217832079090164,0.08681809402711342,-1.3062638796698476,0.0967741935483871,-1.4071612903225807,1,1,0
AMAZON,0.22364574133164955,-0.40416393442622944,0.21355701794031462,-0.08281163028739812,0.22194244519246167,0.038506284461524425,-0.06350841479032114,-0.16224422521808904,Femmina,1,0.7377049180327869,0.13114754098360656,0.8524590163934426,0.6229508196721312,0.0,0.4426229508196721,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.0912055341850861,0.23080999415901368,-0.3348559774101785,-0.30195885339619,-0.3513461645269166,-0.19772789613184455,0.09377080846483564,0.172357244792984,-0.0390757319900273,0.6897764785403403,-0.5449661565998274,-0.8313761687128352,2.3317914045202883,0.006132716455815539,53,35-54,0.0012533598260148233,0.059637188977545046,0.09880511020456582,-0.08196721311475409,-0.3442622950819672,0.8395493461069536,0.8932342880454817,0.9379151073762898,0.8765485810768654,0.9222018294634964,0.5678469245726346,4.0,0.0,-0.0071969371680659835,0.03643406426028525,0.029566459178562016,0.01761775443970681,-0.06557377049180328,0.12040983606557382,1,0,0
MULTICENTRUM,-0.02963645870043977,-1.2372580645161289,-0.0815046313449958,-0.10226989952163873,-0.023266044559487897,-0.2631892843722309,-0.0814380715727727,-0.1454962459602734,Femmina,1,0.6774193548387096,0.3225806451612903,0.8387096774193549,0.06451612903225806,0.12903225806451613,0.6129032258064516,0.03225806451612903,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.525126956384454,-0.529968357306483,0.3987898183946648,-0.34351021531306314,-0.21784564194789793,0.07395103315270751,0.8551840497558529,0.0010331187741952003,0.7249958823673586,-0.13603437976946878,0.509418208043902,0.5167481297006512,0.25812460864073294,-0.012945565365036198,53,35-54,0.485463370541347,0.05216304193838356,-0.1295140006684928,0.0967741935483871,-0.2903225806451613,0.8230643382076629,0.9600902602749852,0.9790418652823584,0.8623205492514965,0.786778102013805,0.5270909142156693,5.0,1.0,-0.07362982505944396,0.06967724631511366,-0.14683137623056794,0.13748863073775774,0.06451612903225806,-0.8791612903225807,1,0,0
ORASI,-0.15632650863925132,-3.116741935483871,0.2457112941187376,0.37309483064338805,-0.1459176790137023,0.07138349051518804,0.3565827182384576,0.08155642486483322,Femmina,1,0.5806451612903226,0.8064516129032258,0.7096774193548387,0.1935483870967742,0.03225806451612903,0.16129032258064516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7997831988482689,0.4554605179929626,-0.6027570052226588,0.4265227161394811,1.9311543894470922,0.13498915988630455,0.6735898241523289,0.10378367872330095,0.2480835939300097,-0.049750120356210535,0.981812806646621,1.0783928863202177,0.4978881950584905,-0.1089309187201599,53,35-54,-1.0921307508474145,-0.12386150758219742,0.19825274198212717,0.0967741935483871,-0.16129032258064516,0.7231485080516212,0.8428165292819277,0.8961799929055858,0.7219061455801961,0.7781678262440981,0.3766720462462987,1.0,1.0,-0.17520340210111557,0.31342220070245597,0.28268037243808064,-0.8672236658265857,0.0967741935483871,-2.4038387096774194,1,0,0
CHANEL,-0.16447016086171812,0.8510983606557379,-0.2530457513129141,-0.11931285300686914,-0.029493019995807456,-0.08111707465893837,-0.27619295988066755,0.1336139823790271,Femmina,0,0.5901639344262295,0.08196721311475409,0.8852459016393442,0.47540983606557374,0.01639344262295082,0.3770491803278688,0.01639344262295082,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.9518002777418425,-0.1371256685065588,0.02986894122716532,-0.3463141533707694,-0.45601102421863887,-0.003395454906443353,-0.3572044861975929,-0.4228458667817524,-0.8151803677993865,-0.39147313125005584,-0.2447247864695239,0.47326583062006644,0.5731111763911627,0.04750458151101388,44,35-54,3.0506370433975736,-0.15822192980794075,-0.9309669395029303,-0.04918032786885246,-0.3114754098360656,0.7104450637234014,0.6153748402886638,0.8587140635365855,0.9361257720948004,0.5316643094837894,0.6103463332131684,1.0,0.0,-0.04150094292089355,0.02363095410005495,0.02004315139801605,0.20967104011683577,0.04918032786885246,-0.05244262295081965,1,0,1
MULTICENTRUM,-0.31066775913799166,-1.4104193548387096,-0.2140979466071046,0.6180482077415455,-0.18661113933430812,-0.041217995125358786,0.46923632095928425,-0.47954217253219195,Femmina,1,0.6774193548387096,0.3225806451612903,0.8387096774193549,0.06451612903225806,0.12903225806451613,0.6129032258064516,0.03225806451612903,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.525126956384454,-0.529968357306483,0.3987898183946648,-0.34351021531306314,-0.21784564194789793,0.07395103315270751,0.8551840497558529,0.0010331187741952003,0.7249958823673586,-0.13603437976946878,0.509418208043902,0.5167481297006512,0.25812460864073294,-0.012945565365036198,44,35-54,-0.5770486930417023,0.09290022721881572,0.09421487081081217,-0.16129032258064516,-0.16129032258064516,0.7794083565162673,0.7260020248518283,0.9205718202764028,0.9577051032422336,0.6473269788232331,0.6454358553876381,5.0,1.0,-0.22439333833834968,0.4255137223727582,-0.03081319528387845,-0.18623650691943203,-0.12903225806451613,-0.7506774193548388,1,0,1
ORASI,0.21196342652696984,0.016612903225806615,0.11878687698885072,0.4117186692979092,0.37505902465945967,0.29979732403062626,0.26064912040658716,-0.10148017871723228,Femmina,0,0.5806451612903226,0.8064516129032258,0.7096774193548387,0.1935483870967742,0.03225806451612903,0.16129032258064516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7997831988482689,0.4554605179929626,-0.6027570052226588,0.4265227161394811,1.9311543894470922,0.13498915988630455,0.6735898241523289,0.10378367872330095,0.2480835939300097,-0.049750120356210535,0.981812806646621,1.0783928863202177,0.4978881950584905,-0.1089309187201599,44,35-54,-0.5452795995886401,0.15883177723825237,-0.12287129841544552,-0.2903225806451613,0.22580645161290322,0.7931465221139885,0.7932227058147029,0.9538515866345988,0.9615927739959296,0.6591513602006666,0.5979141839240448,4.0,1.0,0.2044874232482848,0.2995256741567449,0.10630549529965261,-0.4387553284148658,-0.2903225806451613,0.22625806451612926,1,0,1
COCA COLA,-0.24876393442157352,-2.899295081967213,0.29417578744735534,0.08565040866927177,-0.09007858092110908,0.031079313597137087,0.18000648656738155,-0.10649285764198128,Maschio,1,0.7868852459016393,0.7868852459016393,0.9344262295081968,0.639344262295082,0.0,0.5245901639344263,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.34326050871474595,0.6322478987553686,-0.9606066847609387,0.08471920525316733,-0.4325271890400871,-0.3182447907185727,-0.2706884249527264,0.300972648675378,-0.5290517852314591,0.14473141700068248,-0.4649193883737899,0.4190108375838504,0.6377313258698984,0.045084476714588456,22,18-34,0.9169665700467501,-0.34998697457086164,-0.25483053782693527,-0.3770491803278688,-0.2459016393442623,0.5295770836203358,0.3297704520715225,0.822671337171758,0.8427165125257908,0.3154505920175449,0.3372765243150627,10.0,1.0,-0.11976277310076679,-0.0631781662178363,0.21216669617609027,0.6899942873690598,-0.29508196721311475,-1.969360655737705,0,0,1
FASTWEB,-0.15347982049302927,-2.522983870967742,-0.32557145878859023,-0.2248949747487561,0.029440409773840978,-0.5853293239314287,-0.12894419546730435,-0.466801965547867,Maschio,0,0.7096774193548387,0.0967741935483871,0.9354838709677419,0.45161290322580644,0.03225806451612903,0.4838709677419355,0.03225806451612903,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.04594508500214829,1.259919252186305,0.26022200566341186,0.36739770129303345,0.13359022032340576,-0.02604704923106259,-0.16605359983019324,0.14714533163216595,0.041605254820825145,-0.1298464381300677,0.11518206240907346,0.2957116379153113,3.6087291517212825,-0.13287699953647444,22,18-34,0.7039312968992542,-0.48499376241666503,-0.48499376241666503,-0.6774193548387096,-0.6774193548387096,0.668147506738815,0.6372501079999326,0.8704570719289406,0.890544395363263,0.2601580619560438,0.6823278964458946,5.0,0.0,-0.03631915640060852,0.004393713479386413,-0.11040981660006328,0.0686588940873395,-0.0967741935483871,-0.4862903225806452,0,0,1
LETE,-0.42605930037358525,-3.564516129032258,0.23331408042855786,0.1319214396079345,-0.3124678367981932,-0.029454528431161343,0.22603990818712802,-0.13323137873988902,Maschio,0,0.06451612903225806,0.25806451612903225,0.7419354838709677,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6490051971432618,-1.0304638142041562,2.4861325508397303,0.11400478052254362,-0.2913543649698494,0.33210612903221964,-0.6067197886768898,-0.07972385440274783,1.9822648666715905,-0.36695752747142635,-0.4578990046717089,0.05928161135393393,1.305328317064901,-0.16614418254155713,22,18-34,0.35091704567900406,-0.09837428228023207,-0.1290178178105187,-0.3548387096774194,-0.41935483870967744,0.5515002215951095,0.5019527196755152,0.8919699929409403,0.9165935658516092,0.2735300992215382,0.1734547302859444,3.0,0.0,-0.2139497223076044,0.18934990678477984,-0.0034189071216583406,0.08020137580786407,-0.12903225806451613,-1.1824354838709679,0,0,1
MULTICENTRUM,-0.12237031301062958,-2.64758064516129,-0.1510912352113873,-0.21160042509179802,0.0684624123093503,-0.41178903384685245,-0.11571791549929003,-0.3553604926670096,Maschio,0,0.6774193548387096,0.3225806451612903,0.8387096774193549,0.06451612903225806,0.12903225806451613,0.6129032258064516,0.03225806451612903,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.525126956384454,-0.529968357306483,0.3987898183946648,-0.34351021531306314,-0.21784564194789793,0.07395103315270751,0.8551840497558529,0.0010331187741952003,0.7249958823673586,-0.13603437976946878,0.509418208043902,0.5167481297006512,0.25812460864073294,-0.012945565365036198,22,18-34,0.5891183731752668,-0.324786233258364,-0.2863425731423647,-0.5483870967741935,-0.4838709677419355,0.6193864441598269,0.4277319847636646,0.8233160929902585,0.909557000665593,0.4576416176612212,0.4786855247183975,6.0,1.0,-0.14552418566929823,0.07173515714123947,-0.33079110902922954,0.191615505887416,-0.12903225806451613,-1.0855967741935484,0,0,1
MUTTI,-0.1976147181585745,24.348064516129032,-0.5757728166133534,-3.177515716124836,0.2323572347723587,0.002178046701547476,-0.27212843331832515,-0.020352076081429273,Maschio,1,0.5483870967741935,0.12903225806451613,0.6129032258064516,0.3870967741935484,0.0,0.45161290322580644,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5491790305805055,-0.2730659000879696,-0.09877565916449443,0.1928381336511405,-0.2982873183148386,-0.24936826322521113,0.008138106516470844,0.3442482816086772,-0.37644217924819945,0.19660742567279368,-0.4515751286460633,1.6458171095377123,0.09971520861558626,0.1262589816939345,30,18-34,0.9425153669622798,-0.6367809993875168,-0.8813746128518954,-0.6774193548387096,-0.9354838709677419,0.9772635630765713,0.9774591400938728,0.9776660116769844,0.9778568503064444,0.9772788225046954,0.9760569908008592,5.0,0.0,0.10599734572306918,-0.3374049995029011,-0.1151243935916943,0.12540578462091811,-0.12903225806451613,3.710935483870968,0,1,0
CHANEL,-0.8062613044744553,-3.031327868852459,0.32533871884318794,0.8413162479590313,-0.290913742314234,0.13736196651625057,0.2014960728634664,0.02746661549515547,Maschio,0,0.5901639344262295,0.08196721311475409,0.8852459016393442,0.47540983606557374,0.01639344262295082,0.3770491803278688,0.01639344262295082,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.9518002777418425,-0.1371256685065588,0.02986894122716532,-0.3463141533707694,-0.45601102421863887,-0.003395454906443353,-0.3572044861975929,-0.4228458667817524,-0.8151803677993865,-0.39147313125005584,-0.2447247864695239,0.47326583062006644,0.5731111763911627,0.04750458151101388,28,18-34,-0.30674860488485367,-0.1601193421226248,-0.1366143538892779,0.5409836065573771,0.4426229508196721,0.3903293440705223,0.2561336512609805,0.5707688668993393,0.6791229109072663,0.2079982092770698,0.2376230820079558,1.0,0.0,-0.059264558202746884,0.026055073513170685,-0.03768268640568235,-0.013586639949739082,0.01639344262295082,-0.12001639344262294,0,0,1
COCA COLA,-0.4515438962615746,-1.607639344262295,0.0006748644952123592,0.30139725474568585,0.2727420831809214,-0.1675946330862818,-0.24554942427034696,-0.09393626483961041,Maschio,0,0.7868852459016393,0.7868852459016393,0.9344262295081968,0.639344262295082,0.0,0.5245901639344263,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.34326050871474595,0.6322478987553686,-0.9606066847609387,0.08471920525316733,-0.4325271890400871,-0.3182447907185727,-0.2706884249527264,0.300972648675378,-0.5290517852314591,0.14473141700068248,-0.4649193883737899,0.4190108375838504,0.6377313258698984,0.045084476714588456,28,18-34,-0.5181203679172353,-0.2446684669983373,-0.183717655856007,0.4098360655737705,0.2786885245901639,0.523034811321977,0.4829585486086804,0.6693513037677166,0.7786618172803357,0.3259828345365748,0.3582195524165779,5.0,1.0,-0.2822649120176419,0.1658005763306698,-0.036326020195167875,-0.3877733338078256,0.22950819672131148,-1.0671803278688525,0,0,1
MUTTI,-0.5545354883299818,-2.627451612903226,0.1991727262916376,0.9538814491620048,0.10908557943374977,0.018854311417813054,0.2946985105703887,0.03634287659262597,Maschio,0,0.5483870967741935,0.12903225806451613,0.6129032258064516,0.3870967741935484,0.0,0.45161290322580644,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5491790305805055,-0.2730659000879696,-0.09877565916449443,0.1928381336511405,-0.2982873183148386,-0.24936826322521113,0.008138106516470844,0.3442482816086772,-0.37644217924819945,0.19660742567279368,-0.4515751286460633,1.6458171095377123,0.09971520861558626,0.1262589816939345,28,18-34,-0.7465110309968696,-0.2971223808024269,-0.24815517001283183,0.41935483870967744,0.3548387096774194,0.5527856121274823,0.4424025534764138,0.705231772824668,0.7064935270867005,0.4276590129885905,0.4821411942610385,4.0,0.0,-0.006910092078500345,0.018895460857036393,0.13963220522268266,-0.09338683581201566,0.12903225806451613,0.1860967741935484,0,0,1
MUTTI,0.7325164002382836,-3.0768064516129034,-0.08315473052639415,-0.4026739273263932,0.31679895043351847,-0.16797541465648158,-0.32536043562045314,-0.6247475539451406,Maschio,1,0.5483870967741935,0.12903225806451613,0.6129032258064516,0.3870967741935484,0.0,0.45161290322580644,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5491790305805055,-0.2730659000879696,-0.09877565916449443,0.1928381336511405,-0.2982873183148386,-0.24936826322521113,0.008138106516470844,0.3442482816086772,-0.37644217924819945,0.19660742567279368,-0.4515751286460633,1.6458171095377123,0.09971520861558626,0.1262589816939345,36,35-54,1.079203139001588,-1.0030398327266465,-0.7714984878538108,-0.9354838709677419,-0.7419354838709677,0.5738634382198964,0.6027243831738295,0.281125236516781,0.7478251756853342,0.4606105658333702,0.7770318298901668,5.0,0.0,0.03059633292372576,-0.09111527808476055,-0.00913000961322584,0.10882216073203291,-0.12903225806451613,-0.4170967741935484,0,0,0
AMAZON,-0.6051386406765572,12.494098360655737,-0.13599052803682984,0.8080722843797544,-0.39927418086893346,-0.16997272689953827,0.5792307748450939,-0.16947689416051817,Femmina,1,0.7377049180327869,0.13114754098360656,0.8524590163934426,0.6229508196721312,0.0,0.4426229508196721,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.0912055341850861,0.23080999415901368,-0.3348559774101785,-0.30195885339619,-0.3513461645269166,-0.19772789613184455,0.09377080846483564,0.172357244792984,-0.0390757319900273,0.6897764785403403,-0.5449661565998274,-0.8313761687128352,2.3317914045202883,0.006132716455815539,67,55+,-0.18901171439966785,0.002549508445438125,-0.03134542695160119,0.4426229508196721,0.2786885245901639,0.6049754397183987,0.7215607495507389,0.8253587021674864,0.7693820850602869,0.4094824661121184,0.2990931957013626,1.0,0.0,-0.017037090705292496,-0.02622721213640183,0.014733216691315228,-0.014600352745330857,0.0,1.849327868852459,1,1,0
MULTICENTRUM,-0.38198067684465903,15.00406451612903,-0.06976948255577307,0.28337220442076866,-0.08739245108495415,-0.10257171072737319,0.05193709150337437,0.014334661022009428,Femmina,0,0.6774193548387096,0.3225806451612903,0.8387096774193549,0.06451612903225806,0.12903225806451613,0.6129032258064516,0.03225806451612903,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.525126956384454,-0.529968357306483,0.3987898183946648,-0.34351021531306314,-0.21784564194789793,0.07395103315270751,0.8551840497558529,0.0010331187741952003,0.7249958823673586,-0.13603437976946878,0.509418208043902,0.5167481297006512,0.25812460864073294,-0.012945565365036198,67,55+,0.856622690933281,0.543406007668495,0.5588426126402942,0.4838709677419355,0.4838709677419355,0.600865228037859,0.5273450990040345,0.8910777623209529,0.9281469139373636,0.5090799112070846,0.1486764537198593,4.0,1.0,-0.2596445342070832,0.20708591282230343,-0.13996158055088165,0.2604904140969473,0.1935483870967742,4.7581612903225805,1,1,0
ORASI,0.013756559008389999,15.691870967741934,0.24029982853467954,-0.27529384199833884,0.4656830992492142,0.2130226218519581,-0.5094904527754711,0.2786727737095567,Femmina,1,0.5806451612903226,0.8064516129032258,0.7096774193548387,0.1935483870967742,0.03225806451612903,0.16129032258064516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7997831988482689,0.4554605179929626,-0.6027570052226588,0.4265227161394811,1.9311543894470922,0.13498915988630455,0.6735898241523289,0.10378367872330095,0.2480835939300097,-0.049750120356210535,0.981812806646621,1.0783928863202177,0.4978881950584905,-0.1089309187201599,67,55+,0.25703978737466043,0.20701437543117698,0.14290001223117085,0.8064516129032258,0.5483870967741935,0.7871521424153637,0.8197424571054585,0.9049812147292065,0.9109473325406844,0.7725661196433223,0.5275235880581476,5.0,1.0,0.021492954134180658,-0.20768746677487882,0.13007432305063935,0.23073653515006148,0.6129032258064516,12.616774193548387,1,1,0
AMAZON,-0.514340523699054,-0.7365245901639343,0.07133705089700317,0.0772328905739417,-0.40968031867649274,0.05083138488721851,-0.03784307349148893,-0.20176482288803882,Maschio,0,0.7377049180327869,0.13114754098360656,0.8524590163934426,0.6229508196721312,0.0,0.4426229508196721,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.0912055341850861,0.23080999415901368,-0.3348559774101785,-0.30195885339619,-0.3513461645269166,-0.19772789613184455,0.09377080846483564,0.172357244792984,-0.0390757319900273,0.6897764785403403,-0.5449661565998274,-0.8313761687128352,2.3317914045202883,0.006132716455815539,51,35-54,-0.795075181395714,0.5021801406848256,0.22684650855112445,-0.639344262295082,-0.2786885245901639,0.49436267057748,0.4130414268677386,0.7613818397882927,0.7992945587611905,0.1065827114561287,0.3915128160140497,1.0,0.0,-0.10826706691085124,0.10034981121353498,0.0892970005823898,-0.10054584271800812,-0.03278688524590164,-0.036983606557377036,0,0,1
COCA COLA,0.09166818490540059,-2.3894918032786885,0.30442685536398,0.33063103519782333,0.5265092078903837,0.2935275974194771,0.2196438579601109,0.28054310951092687,Maschio,0,0.7868852459016393,0.7868852459016393,0.9344262295081968,0.639344262295082,0.0,0.5245901639344263,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.34326050871474595,0.6322478987553686,-0.9606066847609387,0.08471920525316733,-0.4325271890400871,-0.3182447907185727,-0.2706884249527264,0.300972648675378,-0.5290517852314591,0.14473141700068248,-0.4649193883737899,0.4190108375838504,0.6377313258698984,0.045084476714588456,51,35-54,0.5572431938787789,-0.2518841782417453,0.057506421078219176,-0.4426229508196721,0.11475409836065574,0.5637344020313972,0.4485375048474688,0.8363977348168434,0.9202411220281728,0.2533748387335062,0.3601208097309951,5.0,1.0,0.08700110367958393,0.21784876403136835,0.24931772377482148,0.43576181519569973,-0.29508196721311475,-1.9138907103825136,0,0,1
IKEA,0.463872501720927,-2.067870967741936,0.029905602211843452,-0.10869282395733966,0.7566030807154411,-0.08069536114976351,-0.4713079728154495,0.09361066355982263,Femmina,0,0.41935483870967744,1.0,0.5483870967741935,0.0967741935483871,0.03225806451612903,0.41935483870967744,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4582990725529583,-0.008759225900567495,0.32476305424623914,-0.4040429686082357,-0.34947025459439635,2.0079298178191105,-1.3150258886704351,-2.0254080556163454,1.615349744375359,-2.3509938909359023,0.857941053090884,-3.255358597202049,0.2658498891205764,0.12045089198693842,64,55+,1.0957842981964805,-0.5413112876847868,-0.6551172045648616,-0.41935483870967744,-0.6129032258064516,0.3809721728965035,0.595965356330735,0.2742517684776705,0.3909446342806251,0.1682447507037026,0.4754543546897844,5.0,1.0,0.463872501720927,-0.10869282395733966,0.029905602211843452,1.0957842981964805,-0.41935483870967744,-2.067870967741936,1,1,0
MULTICENTRUM,0.06700237735388949,-1.3856129032258062,-0.10900847970013108,-0.031664430556834926,0.33717946465054116,-0.19313132912825437,-0.39080563771585575,-0.10438930906641938,Femmina,1,0.6774193548387096,0.3225806451612903,0.8387096774193549,0.06451612903225806,0.12903225806451613,0.6129032258064516,0.03225806451612903,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.525126956384454,-0.529968357306483,0.3987898183946648,-0.34351021531306314,-0.21784564194789793,0.07395103315270751,0.8551840497558529,0.0010331187741952003,0.7249958823673586,-0.13603437976946878,0.509418208043902,0.5167481297006512,0.25812460864073294,-0.012945565365036198,64,55+,1.0613283411788652,-0.46417404632768966,-0.5165568415631473,-0.4838709677419355,-0.5483870967741935,0.3486665649103561,0.4843998020169598,0.3447831983191937,0.3312335949966944,0.253419974907641,0.3294962543112915,4.0,1.0,-0.05400214130639716,0.06963220341395591,0.0357778088348744,0.2737140987082418,-0.06451612903225806,-0.7386129032258064,1,1,0
COCA COLA,-0.1293015791072298,-3.621975409836066,-0.01211493838948302,0.15193430432113686,-0.17720081487690506,0.12714567764267332,0.2360507809006836,0.2606974475188808,Femmina,1,0.7868852459016393,0.7868852459016393,0.9344262295081968,0.639344262295082,0.0,0.5245901639344263,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.34326050871474595,0.6322478987553686,-0.9606066847609387,0.08471920525316733,-0.4325271890400871,-0.3182447907185727,-0.2706884249527264,0.300972648675378,-0.5290517852314591,0.14473141700068248,-0.4649193883737899,0.4190108375838504,0.6377313258698984,0.045084476714588456,63,55+,-0.7229025909707141,0.5096088795736274,0.4635737631052988,-0.7049180327868853,-0.639344262295082,0.3424830719079404,0.3451099927773504,0.476666040231986,0.5385854623536276,0.2227367620871056,0.1293171020896325,4.0,1.0,-0.07819427394640856,0.14452236406204738,-0.11659231928690447,-0.5718328855074576,-0.5901639344262295,-3.0051393442622953,1,0,0
COOP,-0.3545081815747165,4.029672131147541,-0.09735294672753185,0.40277579310564227,-0.18976602198847375,-0.05122351039990776,0.2593753919239447,-0.01346368897077065,Femmina,1,0.04918032786885246,0.04918032786885246,0.2786885245901639,0.01639344262295082,0.0,0.04918032786885246,0.5245901639344263,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.04622741774269195,-0.6028322471739825,-0.26814284312389913,0.2728715261130766,0.6891181477192391,-0.05037485141088679,0.7153089433762899,0.16493248214738399,-0.21490200332898643,0.33859166565958376,0.18234132295960787,-0.05076795010983369,0.6201342597652855,0.022821153415185445,52,35-54,1.6613386912470827,-1.6025273761770493,-0.8714728853823036,-0.9672131147540983,-0.5409836065573771,0.7653999495826825,0.8712793771270734,0.9541011350046844,0.9705548187809756,0.7380982840195747,0.2929661329811046,1.0,0.0,-0.01585255486289966,0.024773702805634828,-0.010986369948881579,0.0710283812771245,-0.04918032786885246,0.38542622950819677,1,1,0
IKEA,-0.481364369819739,4.247161290322581,-0.18347275510671382,0.3038325599455478,-0.31524426203876954,-0.1272616437321002,0.15561341489487812,-0.49104159237088657,Femmina,1,0.41935483870967744,1.0,0.5483870967741935,0.0967741935483871,0.03225806451612903,0.41935483870967744,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4582990725529583,-0.008759225900567495,0.32476305424623914,-0.4040429686082357,-0.34947025459439635,2.0079298178191105,-1.3150258886704351,-2.0254080556163454,1.615349744375359,-2.3509938909359023,0.857941053090884,-3.255358597202049,0.2658498891205764,0.12045089198693842,52,35-54,1.3553129967459867,-1.3553129967459867,-0.83357872392626,-1.0,-0.6129032258064516,0.863545245801374,0.9257236249680922,0.9589127940799675,0.976915286491645,0.7963672192665304,0.6598073042006355,2.0,1.0,-0.481364369819739,0.3038325599455478,-0.18347275510671382,1.3553129967459867,-1.0,4.247161290322581,1,1,0
ORASI,-0.04360543379014755,2.8420967741935486,0.3321733521641529,0.20885924214157706,0.11775961123848386,0.32801999466000586,0.056014696462010106,1.188656733700014,Femmina,0,0.5806451612903226,0.8064516129032258,0.7096774193548387,0.1935483870967742,0.03225806451612903,0.16129032258064516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7997831988482689,0.4554605179929626,-0.6027570052226588,0.4265227161394811,1.9311543894470922,0.13498915988630455,0.6735898241523289,0.10378367872330095,0.2480835939300097,-0.049750120356210535,0.981812806646621,1.0783928863202177,0.4978881950584905,-0.1089309187201599,52,35-54,-0.8692335458614905,0.7537151118238227,0.4160720502787964,-0.8709677419354839,-0.4838709677419355,0.6720806229599734,0.7476543042694027,0.8933424769420963,0.8944980032733478,0.5554916303894557,0.2694166999255638,5.0,1.0,0.012138173852768564,0.13072150132556148,0.4289595767643654,-0.698941110700148,-0.6774193548387096,2.183193548387097,1,1,0
